t_s,codec,used_mib,total_mib,util_gpu,util_mem,power_w,temp_c,clock_sm_mhz,clock_mem_mhz,torch_alloc_mib,torch_reserved_mib,torch_max_alloc_mib,message_id
47.5808,nf4,3355,12288,94,5,184.72,63,1980,9251,1702.17,1734,1705.39,3
47.7502,nf4,3355,12288,94,5,184.72,63,1980,9251,1702.17,1734,1705.39,3
47.9217,nf4,3417,12288,94,5,184.73,63,1980,9251,1702.16,1734,1705.39,3
48.0905,nf4,3424,12288,94,5,184.73,63,1980,9251,1702.16,1734,1705.39,3
48.2564,nf4,3424,12288,94,6,185.27,63,1980,9251,1702.17,1734,1705.39,3
48.4270,nf4,3424,12288,94,6,185.27,63,1980,9251,1702.16,1734,1705.39,3
48.5989,nf4,3424,12288,94,6,185.27,63,1980,9251,1702.16,1734,1705.39,3
48.7677,nf4,3424,12288,94,6,185.39,63,1980,9251,1702.18,1734,1705.39,3
48.9380,nf4,3424,12288,94,6,185.39,63,1980,9251,1702.16,1734,1705.39,3
49.1071,nf4,3386,12288,94,6,185.39,63,1980,9251,1702.16,1734,1705.39,3
49.2781,nf4,3386,12288,94,8,185.8,63,1980,9251,1702.18,1734,1705.39,3
49.4508,nf4,3386,12288,94,8,185.8,63,1980,9251,1702.18,1734,1705.39,3
49.6226,nf4,3386,12288,94,8,185.8,63,1980,9251,1702.16,1734,1705.39,3
49.7918,nf4,3384,12288,94,8,186.49,63,1980,9251,1702.16,1734,1705.39,3
49.9614,nf4,3384,12288,94,8,186.49,63,1980,9251,1702.16,1734,1705.39,3
50.1314,nf4,3384,12288,94,8,186.49,63,1980,9251,1702.16,1734,1705.39,3
50.3005,nf4,3369,12288,95,5,186.62,63,1980,9251,1702.17,1734,1705.39,3
50.4692,nf4,3369,12288,95,5,186.62,63,1980,9251,1702.17,1734,1705.39,3
50.6409,nf4,3364,12288,95,5,186.62,63,1980,9251,1702.17,1734,1705.39,3
50.8279,nf4,3364,12288,95,5,185.26,64,1980,9251,1702.17,1734,1705.39,3
51.0129,nf4,3364,12288,95,5,185.26,64,1980,9251,1702.16,1734,1705.39,3
51.1822,nf4,3364,12288,95,5,185.26,64,1980,9251,1702.16,1734,1705.39,3
51.3517,nf4,3365,12288,95,5,184.66,63,1980,9251,1702.18,1734,1705.39,3
51.5237,nf4,3365,12288,95,5,184.66,63,1980,9251,1702.17,1734,1705.39,3
51.6938,nf4,3365,12288,95,5,184.66,63,1980,9251,1702.17,1734,1705.39,3
